@relation train
@attribute Class integer
@attribute C2 real
@attribute C3 real
@attribute C4 real
@attribute C5 real
@attribute C6 real
@attribute C7 real
@attribute C8 real
@attribute C9 real
@attribute C10 real
@attribute C11 real
@attribute C12 real
@attribute C13 real
@attribute C14 real
@attribute C18 real
@attribute C19 real
@attribute C20 real
@attribute C23 real
@attribute C24 real
@attribute C25 real
@attribute C26 real
@attribute C31 real
@attribute C32 real
@data
0,0.0,3.0,3.0,3.0,0.31755222906023695,1.0,-0.48075690821216205,3.0,3.0,0.0,1.0,-1.1041266807608434,2.0,1.0,2.0,-0.5314261759869373,0.0,0.0,4.0,-0.5516738529008436,1.0,2.0
0,0.0,0.0,0.0,3.0,-1.275332228824789,0.0,-0.9660155287172235,2.0,2.0,0.0,1.0,-0.25917164048630054,2.0,1.0,2.0,-0.5314261759869373,1.0,0.0,4.0,-0.0590873438728222,0.0,1.0
0,0.0,0.0,0.0,0.0,-1.275332228824789,0.0,-1.0274184633436774,3.0,2.0,0.0,1.0,-0.4752518196638676,2.0,1.0,1.0,-0.7051579443807782,1.0,0.0,5.0,-0.6851789182144753,0.0,1.0
0,0.0,3.0,1.0,2.0,-0.7723160842295177,0.0,-0.35970540852001004,1.0,2.0,0.0,1.0,-1.1020881885044513,1.0,2.0,2.0,-0.01023087080541482,1.0,1.0,0.0,-0.016789696251056856,1.0,1.0
0,1.0,0.0,2.0,1.0,-0.7723160842295177,0.0,-0.8116310073707108,1.0,1.0,0.0,1.0,-0.06143789161626276,2.0,3.0,3.0,1.0321597395576303,1.0,1.0,0.0,-0.4557482372810191,0.0,2.0
0,0.0,3.0,3.0,3.0,0.31755222906023695,0.0,-0.4383011648418711,3.0,2.0,0.0,1.0,0.29937523776514635,2.0,3.0,2.0,0.07663501339150561,1.0,0.0,0.0,-1.0130604474615927,1.0,1.0
0,0.0,3.0,3.0,0.0,-0.520808011931882,0.0,-0.26707469571210246,0.0,2.0,0.0,1.0,1.1005026945272582,2.0,1.0,0.0,-1.0526214811684598,0.0,0.0,0.0,-0.4568114931521083,0.0,1.0
0,0.0,2.0,0.0,3.0,0.31755222906023695,0.0,-0.20812787847070668,3.0,3.0,0.0,1.0,0.8232677476579269,2.0,1.0,1.0,-0.5314261759869373,1.0,0.0,1.0,-0.11367888750405587,1.0,1.0
1,0.0,3.0,3.0,0.0,0.31755222906023695,0.0,-0.7274212684544312,3.0,1.0,0.0,1.0,-1.6341346674228003,2.0,3.0,4.0,2.1614162341175955,1.0,1.0,0.0,1.7889178135720678,0.0,2.0
0,0.0,3.0,1.0,3.0,-0.4369719878326701,0.0,-0.0849711353056477,1.0,2.0,0.0,1.0,-1.4934787017317426,2.0,1.0,3.0,-0.2708285233961761,1.0,0.0,1.0,-0.5328675146809542,0.0,2.0
0,0.0,1.0,1.0,0.0,1.2397484941515677,0.0,-0.3239162694805912,2.0,2.0,0.0,1.0,-0.8197570109941396,2.0,3.0,2.0,0.9452938553607098,1.0,1.0,3.0,-0.4223221308336539,1.0,3.0
1,0.0,1.0,1.0,1.0,2.2457807833421106,1.0,1.1536137745879655,2.0,2.0,0.0,1.0,-0.5425220641248083,2.0,1.0,3.0,-0.9657555969715395,1.0,0.0,0.0,0.509854227397789,0.0,2.0
0,0.0,3.0,1.0,1.0,-0.7723160842295177,4.0,-0.43619592136896407,3.0,2.0,0.0,1.0,0.8905379921188675,2.0,1.0,2.0,-0.44456029179001694,1.0,0.0,1.0,2.1813256834959076,0.0,2.0
1,1.0,1.0,1.0,0.0,1.2397484941515677,0.0,1.7392223339682602,1.0,2.0,0.0,1.0,-1.4659590562704485,2.0,1.0,2.0,-0.7920238285776986,1.0,0.0,1.0,-0.0637058615628657,0.0,2.0
1,0.0,2.0,2.0,1.0,2.3296168074413224,0.0,1.1034388051503488,3.0,2.0,0.0,1.0,0.8650568389139658,2.0,0.0,4.0,2.0745503499206754,0.0,0.0,9.0,0.4280832055618388,0.0,1.0
0,1.0,1.0,0.0,3.0,-0.6884800601303057,4.0,0.10274640769522568,1.0,1.0,0.0,1.0,-0.04207221518053741,2.0,3.0,1.0,0.163500897588426,1.0,1.0,7.0,-0.7640592131509018,0.0,2.0
0,0.0,1.0,1.0,3.0,-1.191496204725577,4.0,-0.7193511684749544,0.0,2.0,0.0,1.0,-0.409000821331123,2.0,3.0,2.0,-0.7051579443807782,1.0,1.0,3.0,-1.295321654489791,0.0,3.0
1,1.0,0.0,3.0,0.0,0.31755222906023695,0.0,-0.45058175176716186,1.0,1.0,0.0,1.0,-0.5710609557142983,2.0,1.0,2.0,-1.2263532495623006,0.0,0.0,4.0,-0.09025403159412299,0.0,2.0
0,0.0,3.0,2.0,3.0,-0.6884800601303057,4.0,-0.30917956517024225,3.0,2.0,0.0,1.0,-0.71069767527716,2.0,1.0,4.0,1.2058915079514712,1.0,0.0,0.0,-0.07825917629839847,1.0,2.0
1,0.0,2.0,2.0,1.0,-1.0238241565271533,1.0,-0.6435624034503027,1.0,2.0,0.0,1.0,0.33912583676479313,2.0,0.0,3.0,-0.6182920601838577,1.0,0.0,0.0,4.648743839342172,0.0,2.0
0,1.0,3.0,3.0,0.0,-0.1854639155350344,1.0,0.3890595200105765,2.0,1.0,0.0,1.0,-0.5761571863552786,2.0,1.0,2.0,-0.01023087080541482,1.0,0.0,0.0,1.4847269542026555,1.0,2.0
0,0.0,0.0,1.0,3.0,-1.191496204725577,3.0,-1.0600497371737359,1.0,1.0,0.0,1.0,0.337087344508401,0.0,3.0,2.0,0.4240985501791873,1.0,1.0,0.0,-0.9005546856019717,0.0,1.0
0,0.0,3.0,1.0,3.0,-0.7723160842295177,4.0,-0.4418099039633827,3.0,2.0,0.0,1.0,1.4613158239086672,2.0,3.0,3.0,2.1614162341175955,1.0,0.0,7.0,-1.004155679541221,0.0,1.0
0,0.0,1.0,3.0,0.0,0.7367323495562964,3.0,0.1227462206878421,3.0,2.0,0.0,1.0,0.41658854250769456,2.0,1.0,4.0,1.813952697329914,0.0,1.0,3.0,-0.9036779997232961,1.0,1.0
0,0.0,2.0,1.0,3.0,-0.6884800601303057,0.0,-0.4691780691111736,1.0,2.0,0.0,1.0,0.7835171486582801,2.0,3.0,4.0,-0.878889712774619,1.0,1.0,4.0,0.821288517388996,0.0,2.0
1,1.0,2.0,3.0,0.0,2.3296168074413224,0.0,0.4680061502445887,2.0,2.0,0.0,1.0,-0.9451242847622563,2.0,4.0,4.0,-1.0526214811684598,2.0,1.0,1.0,1.370260814330714,0.0,2.0
0,0.0,0.0,0.0,0.0,0.31755222906023695,1.0,-0.663211342530768,3.0,2.0,0.0,1.0,0.7121699196845551,2.0,3.0,3.0,-0.7920238285776986,1.0,1.0,9.0,0.6814039168488294,1.0,2.0
1,0.0,0.0,1.0,2.0,-0.2692999396342463,0.0,-0.4109329996940802,3.0,2.0,1.0,1.0,0.47876255632765485,1.0,1.0,2.0,0.07663501339150561,1.0,0.0,4.0,-1.1457016173799643,0.0,2.0
0,1.0,0.0,1.0,3.0,-0.9399881324279414,1.0,0.10730776855319082,0.0,2.0,2.0,0.0,0.36664548222608706,2.0,1.0,2.0,-0.7920238285776986,0.0,0.0,0.0,-1.2876795029163377,0.0,2.0
0,0.0,3.0,3.0,3.0,-1.275332228824789,1.0,-1.0211027329249565,3.0,1.0,0.0,1.0,-0.1898629037689677,2.0,3.0,2.0,1.379623276345312,1.0,1.0,0.0,-0.2457552027409115,0.0,1.0
1,0.0,3.0,3.0,1.0,-0.6884800601303057,1.0,-0.8144379986679202,3.0,2.0,0.0,1.0,-1.1836278787601369,0.0,1.0,1.0,-0.7051579443807782,0.0,3.0,3.0,-1.129254378124054,0.0,1.0
0,0.0,0.0,1.0,1.0,-0.520808011931882,1.0,-0.2249698262539626,2.0,1.0,0.0,1.0,-0.5741186940988865,2.0,1.0,2.0,-0.878889712774619,1.0,0.0,6.0,-0.6134756004079005,0.0,1.0
0,0.0,3.0,3.0,3.0,-0.9399881324279414,0.0,-0.6870707685570472,0.0,2.0,0.0,1.0,-1.1224731110683728,2.0,1.0,4.0,-1.3132191337592212,1.0,0.0,3.0,-1.1627801648093339,0.0,2.0
0,0.0,3.0,0.0,0.0,-0.6884800601303057,0.0,-1.0291728329044332,3.0,1.0,0.0,1.0,0.33912583676479313,0.0,0.0,4.0,0.771562086966869,1.0,0.0,8.0,-0.3248348581531672,0.0,3.0
1,0.0,1.0,1.0,1.0,-0.7723160842295177,1.0,-0.8547884985653041,3.0,1.0,0.0,1.0,0.6133030452495363,0.0,1.0,1.0,-1.0526214811684598,1.0,0.0,0.0,-0.558020161381407,0.0,1.0
1,0.0,3.0,1.0,2.0,1.3235845182507797,0.0,0.32906008103272727,3.0,2.0,0.0,1.0,1.0719638029377683,2.0,1.0,2.0,-0.878889712774619,1.0,0.0,4.0,-0.06204452426428891,0.0,2.0
0,0.0,1.0,2.0,0.0,-0.6884800601303057,0.0,-0.3709333737088473,3.0,1.0,0.0,1.0,1.4164689942680402,2.0,1.0,2.0,-0.9657555969715395,1.0,0.0,4.0,-0.3357996843237741,0.0,2.0
1,1.0,3.0,1.0,3.0,-0.1854639155350344,0.0,0.313621628898076,1.0,2.0,0.0,1.0,0.16279625658687286,1.0,4.0,2.0,0.07663501339150561,1.0,1.0,9.0,0.5204535593627089,0.0,2.0
1,0.0,3.0,3.0,1.0,0.23371620496102505,2.0,0.29537618546621536,2.0,2.0,0.0,1.0,-0.9247393621983349,2.0,1.0,1.0,-0.6182920601838577,0.0,0.0,1.0,0.4925098660006471,0.0,1.0
0,0.0,0.0,0.0,1.0,-0.8561521083287296,3.0,-0.5944400557491396,3.0,2.0,0.0,1.0,0.8895187459906715,2.0,1.0,1.0,-1.3132191337592212,1.0,0.0,3.0,0.29673787873635693,0.0,1.0
1,0.0,0.0,2.0,0.0,-0.1854639155350344,0.0,-0.6761936772803611,3.0,2.0,0.0,1.0,-1.5454602542697422,0.0,1.0,2.0,-0.7920238285776986,1.0,0.0,4.0,-0.8977304121943911,0.0,3.0
1,0.0,3.0,3.0,0.0,1.072076445953144,2.0,0.35397212879546,0.0,2.0,0.0,1.0,-1.5403640236287617,2.0,3.0,2.0,-1.0526214811684598,1.0,1.0,3.0,0.1212009797687322,0.0,1.0
1,0.0,2.0,3.0,0.0,2.2457807833421106,0.0,1.0732636487053486,3.0,2.0,0.0,1.0,-0.3610962533059076,2.0,3.0,4.0,0.8584279711637894,2.0,1.0,1.0,-0.7733959287689034,1.0,2.0
0,0.0,0.0,3.0,3.0,-0.520808011931882,4.0,-0.38075784324907996,0.0,1.0,0.0,1.0,-0.13890059735916416,0.0,1.0,3.0,-0.18396263919925565,0.0,0.0,3.0,0.3106598852984305,0.0,1.0
0,0.0,0.0,1.0,1.0,-1.1076601806263653,0.0,-0.8295255768904203,2.0,2.0,0.0,1.0,-0.6933704910978268,2.0,1.0,1.0,-0.878889712774619,1.0,0.0,9.0,1.5374910268054547,1.0,3.0
0,1.0,0.0,1.0,3.0,-1.191496204725577,4.0,-0.8733848159093159,0.0,1.0,2.0,1.0,-0.839122687429865,1.0,0.0,2.0,-0.878889712774619,1.0,0.0,0.0,-0.5177161185179338,0.0,2.0
0,0.0,2.0,3.0,3.0,-1.191496204725577,4.0,-0.9025073506178627,3.0,2.0,0.0,1.0,-0.6994859678670032,2.0,3.0,4.0,0.07663501339150561,2.0,1.0,4.0,-0.9885058821886276,0.0,2.0
0,0.0,3.0,3.0,1.0,-0.1854639155350344,1.0,-0.22777681755117193,3.0,2.0,0.0,1.0,0.40537683509753775,2.0,1.0,2.0,-0.18396263919925565,1.0,0.0,9.0,-0.47442166851702233,0.0,2.0
0,0.0,0.0,3.0,3.0,-1.191496204725577,0.0,-0.9123318201580952,0.0,0.0,0.0,1.0,1.1168106325783953,2.0,1.0,0.0,1.6402209289360732,1.0,0.0,0.0,-0.8703515735138455,1.0,1.0
0,0.0,3.0,3.0,1.0,-0.7723160842295177,0.0,0.12099185112708627,0.0,2.0,0.0,1.0,0.7661899644789469,2.0,3.0,4.0,-0.7051579443807782,0.0,2.0,3.0,1.6147099844433044,1.0,2.0
0,0.0,2.0,3.0,3.0,-0.7723160842295177,4.0,-0.39935416059309176,3.0,3.0,0.0,1.0,-0.09201527546214489,2.0,1.0,4.0,1.4664891605422323,2.0,0.0,0.0,-0.026159638615030012,1.0,1.0
0,0.0,1.0,0.0,2.0,-0.7723160842295177,0.0,-0.6305800687007096,3.0,3.0,0.0,1.0,1.915899597084115,0.0,1.0,1.0,-0.2708285233961761,1.0,0.0,3.0,0.9661239030789215,1.0,1.0
0,1.0,3.0,2.0,0.0,-0.2692999396342463,1.0,-0.3590036606957077,3.0,3.0,0.0,1.0,1.0770600335787486,2.0,1.0,3.0,-0.5314261759869373,1.0,0.0,0.0,-0.5038273387018317,1.0,2.0
0,0.0,0.0,1.0,1.0,-1.1076601806263653,0.0,-0.8811040419766416,3.0,1.0,2.0,1.0,0.3788764357644399,2.0,1.0,3.0,0.771562086966869,1.0,0.0,4.0,-0.960329601604765,0.0,1.0
0,0.0,0.0,3.0,1.0,-1.0238241565271533,0.0,-0.7246142771572219,3.0,2.0,0.0,1.0,1.1749076618855714,2.0,1.0,4.0,-0.878889712774619,1.0,0.0,4.0,-0.2930700890043788,0.0,1.0
0,0.0,2.0,3.0,2.0,0.23371620496102505,0.0,-0.13304086127035733,2.0,2.0,0.0,1.0,-0.8523728870964139,2.0,1.0,4.0,1.2927573921483915,2.0,0.0,3.0,-0.07772754836285391,0.0,0.0
0,1.0,0.0,3.0,1.0,-0.2692999396342463,0.0,-0.7572455509872803,3.0,1.0,2.0,1.0,-0.8951812244806489,2.0,1.0,2.0,-0.878889712774619,1.0,0.0,4.0,-0.47113222066584026,0.0,1.0
1,0.0,3.0,1.0,3.0,-0.6884800601303057,0.0,-0.34391608247320765,3.0,3.0,0.0,1.0,1.0740022951941604,1.0,3.0,0.0,0.5109644343761077,1.0,1.0,9.0,-0.059884785776139066,1.0,2.0
1,0.0,0.0,3.0,0.0,0.7367323495562964,0.0,-0.3035655825758236,3.0,2.0,0.0,1.0,-0.8126222880967671,2.0,1.0,3.0,-1.1394873653653803,0.0,0.0,3.0,-0.441361056275344,0.0,1.0
0,0.0,2.0,0.0,3.0,-0.6884800601303057,1.0,-0.3965471692958824,2.0,2.0,0.0,1.0,0.0873720431003636,2.0,1.0,3.0,-0.09709675500233524,1.0,0.0,4.0,-0.8621113405129045,0.0,2.0
1,0.0,3.0,1.0,3.0,1.2397484941515677,0.0,0.02730851658272516,3.0,3.0,0.0,1.0,-1.0225869905051577,2.0,1.0,2.0,-0.7051579443807782,1.0,0.0,3.0,-0.46152969108006636,1.0,1.0
0,0.0,3.0,1.0,3.0,0.5690603013578727,3.0,1.8743087901464588,1.0,2.0,0.0,1.0,-2.292567666237462,2.0,2.0,2.0,-0.7051579443807782,1.0,1.0,1.0,-0.7206318561661041,0.0,2.0
0,0.0,0.0,2.0,1.0,-0.1854639155350344,2.0,-0.020410335469833306,0.0,2.0,0.0,1.0,-0.6230425082522979,2.0,1.0,1.0,-0.878889712774619,0.0,0.0,4.0,-1.2044132775116685,0.0,3.0
0,0.0,1.0,2.0,1.0,-0.7723160842295177,0.0,-0.6484746382204191,3.0,2.0,0.0,1.0,-1.0643760817611967,2.0,3.0,3.0,-0.878889712774619,1.0,0.0,5.0,-0.7427276422371757,0.0,2.0
0,0.0,0.0,1.0,3.0,0.06604415676260127,0.0,-0.09795347005524081,2.0,1.0,0.0,1.0,-0.6485236614571996,1.0,2.0,2.0,-0.6182920601838577,1.0,1.0,1.0,0.07415190747303721,0.0,2.0
0,0.0,0.0,2.0,3.0,-0.4369719878326701,0.0,-0.6295274469642561,3.0,2.0,0.0,1.0,-0.4263280055104562,0.0,2.0,2.0,-0.2708285233961761,1.0,1.0,4.0,0.2317463636160325,0.0,3.0
0,0.0,3.0,1.0,2.0,1.3235845182507797,0.0,0.42169079384063485,3.0,2.0,0.0,1.0,-0.7708331968407282,2.0,1.0,4.0,-0.44456029179001694,1.0,0.0,4.0,0.5071960877200661,0.0,2.0
0,0.0,0.0,3.0,3.0,-0.017791867336610624,4.0,-0.27900440872524207,3.0,3.0,0.0,1.0,-0.580234170868063,2.0,1.0,4.0,0.8584279711637894,1.0,0.0,1.0,-0.28669055377784386,1.0,2.0
0,0.0,3.0,2.0,3.0,0.31755222906023695,0.0,-0.8189993595258853,3.0,1.0,0.0,1.0,1.2472741369874925,2.0,1.0,1.0,-0.7051579443807782,1.0,1.0,8.0,2.107130359741468,0.0,3.0
0,0.0,1.0,0.0,1.0,-0.1854639155350344,0.0,-0.6933864989757682,3.0,2.0,0.0,1.0,-1.3191876138102143,2.0,3.0,1.0,-0.7051579443807782,1.0,1.0,3.0,-0.29692439153707695,0.0,1.0
0,0.0,1.0,3.0,0.0,-0.2692999396342463,0.0,-0.7797014813649549,3.0,2.0,0.0,1.0,3.6282330924535144,2.0,3.0,1.0,-1.2263532495623006,0.0,0.0,3.0,-0.6650435101557245,0.0,1.0
0,0.0,3.0,3.0,0.0,-0.10162789143582251,4.0,-0.37198599544530087,3.0,2.0,0.0,1.0,0.2035661017147157,2.0,1.0,3.0,0.33723266598226687,1.0,0.0,3.0,-0.866231457013375,1.0,2.0
0,0.0,3.0,1.0,1.0,2.3296168074413224,4.0,3.134297008681293,1.0,3.0,0.0,1.0,-1.1459157720168822,0.0,4.0,2.0,1.0321597395576303,1.0,0.0,9.0,-1.0334616694881158,1.0,2.0
0,0.0,3.0,0.0,3.0,-0.1854639155350344,0.0,-0.4639149604289061,3.0,2.0,0.0,1.0,-1.5230368394494285,1.0,1.0,3.0,-0.09709675500233524,1.0,1.0,9.0,0.7009744702260641,1.0,2.0
0,0.0,0.0,1.0,3.0,-0.8561521083287296,1.0,-0.650579881693326,2.0,1.0,0.0,0.0,-0.5364065873556318,2.0,1.0,2.0,-0.09709675500233524,0.0,0.0,0.0,-0.04759088976667074,0.0,2.0
0,0.0,1.0,3.0,3.0,-0.4369719878326701,4.0,-0.6147907426539072,3.0,2.0,0.0,1.0,-0.9848748837619031,2.0,3.0,4.0,2.3351480025114366,1.0,0.0,3.0,0.1639970285800706,0.0,2.0
0,0.0,1.0,0.0,0.0,-0.7723160842295177,0.0,-0.6954917424486752,3.0,1.0,2.0,1.0,0.7855556409146722,2.0,1.0,2.0,-1.2263532495623006,1.0,0.0,3.0,-0.500305303628849,0.0,2.0
1,0.0,0.0,3.0,0.0,-0.2692999396342463,0.0,0.24344684646784293,0.0,2.0,0.0,1.0,-0.882950270942296,0.0,3.0,4.0,-0.2708285233961761,0.0,2.0,0.0,1.1573438261451112,1.0,1.0
0,0.0,1.0,1.0,3.0,1.2397484941515677,0.0,1.7055384384017485,0.0,2.0,0.0,1.0,1.1453495241678853,0.0,1.0,2.0,-0.44456029179001694,1.0,0.0,1.0,-0.40737009514646266,0.0,1.0
1,0.0,1.0,0.0,0.0,0.23371620496102505,1.0,-0.32040753035907954,0.0,2.0,0.0,1.0,-0.5894073860218275,2.0,1.0,0.0,-0.2708285233961761,1.0,0.0,3.0,-0.8634071836057944,0.0,0.0
1,0.0,1.0,2.0,3.0,0.23371620496102505,3.0,0.4630939154744724,1.0,3.0,0.0,1.0,2.333790509644504,2.0,1.0,2.0,1.6402209289360732,1.0,2.0,9.0,-0.22625110285561986,1.0,2.0
0,0.0,1.0,1.0,2.0,-0.8561521083287296,4.0,-0.6754919294560587,3.0,2.0,0.0,1.0,0.5592830004551445,2.0,3.0,3.0,-0.7051579443807782,1.0,1.0,4.0,2.0653311133092758,1.0,2.0
0,0.0,0.0,1.0,2.0,-1.275332228824789,3.0,-0.8993494854085021,1.0,0.0,0.0,0.0,-1.4985749323727229,2.0,1.0,1.0,-0.7051579443807782,1.0,0.0,0.0,-0.613375920169986,0.0,3.0
0,0.0,2.0,2.0,3.0,0.31755222906023695,2.0,-0.07374317011681042,3.0,2.0,0.0,1.0,-0.6454659230726114,2.0,1.0,4.0,-0.2708285233961761,0.0,0.0,3.0,-0.6061989430401342,1.0,2.0
0,0.0,3.0,3.0,1.0,0.31755222906023695,0.0,-0.45759923001018515,3.0,2.0,0.0,1.0,-0.19597838053814412,2.0,1.0,4.0,-1.4000850179561415,1.0,0.0,4.0,0.2664350864103161,1.0,1.0
0,0.0,3.0,3.0,3.0,0.14988018086181315,2.0,-0.20953137411931136,2.0,2.0,0.0,1.0,-0.1623432583076738,2.0,1.0,4.0,0.33723266598226687,1.0,0.0,4.0,1.5902218726622823,0.0,2.0
0,0.0,3.0,1.0,1.0,0.23371620496102505,0.0,1.0985265703802325,0.0,2.0,0.0,1.0,-0.3539615304085351,2.0,2.0,1.0,-0.18396263919925565,1.0,0.0,4.0,0.5108178030309635,0.0,2.0
1,0.0,2.0,3.0,0.0,2.3296168074413224,0.0,1.0076502271330807,3.0,1.0,0.0,1.0,-0.3437690691265744,1.0,3.0,4.0,1.987684465723755,2.0,1.0,1.0,-0.04872059912970297,0.0,1.0
0,0.0,0.0,3.0,3.0,0.23371620496102505,3.0,-0.6961934902729775,3.0,2.0,0.0,1.0,1.617260481522666,2.0,3.0,4.0,0.07663501339150561,1.0,1.0,0.0,2.927698078254521,1.0,1.0
0,0.0,1.0,2.0,3.0,0.23371620496102505,1.0,-0.6881233902935007,3.0,2.0,0.0,1.0,0.7835171486582801,2.0,1.0,3.0,-0.878889712774619,1.0,0.0,4.0,-0.012403765782814104,1.0,3.0
0,0.0,1.0,3.0,1.0,-1.0238241565271533,0.0,-0.7274212684544312,3.0,3.0,0.0,1.0,-2.2100087298535804,2.0,1.0,3.0,2.6826115392991183,1.0,1.0,7.0,-0.6019459195557776,1.0,1.0
0,0.0,3.0,1.0,3.0,-0.4369719878326701,0.0,-0.6358431773829771,3.0,1.0,0.0,1.0,-0.14909305864112488,2.0,3.0,2.0,0.6846962027699486,1.0,0.0,4.0,-0.15305258148032605,0.0,1.0
0,0.0,1.0,2.0,1.0,-1.191496204725577,4.0,-0.8211046029987923,0.0,1.0,0.0,1.0,2.0076317486217614,2.0,3.0,3.0,0.25036678178534644,1.0,1.0,8.0,0.4714441090546933,0.0,1.0
0,0.0,3.0,1.0,3.0,0.23371620496102505,2.0,-0.012691109402507672,2.0,3.0,0.0,1.0,-1.057241358863824,2.0,1.0,4.0,-0.7920238285776986,1.0,0.0,4.0,0.15233444074406144,1.0,0.0
1,0.0,1.0,1.0,1.0,-1.275332228824789,4.0,3.9592015761486827,0.0,0.0,0.0,1.0,-0.8860080093268842,2.0,1.0,0.0,-1.1394873653653803,1.0,0.0,0.0,1.4033878800643353,1.0,2.0
0,1.0,2.0,2.0,3.0,-1.191496204725577,0.0,1.2244903048425009,0.0,3.0,0.0,1.0,-0.2775180707938298,2.0,3.0,3.0,0.771562086966869,1.0,1.0,0.0,-0.4320907941492855,1.0,2.0
0,0.0,1.0,2.0,3.0,0.23371620496102505,0.0,-0.5916330644519303,3.0,2.0,0.0,1.0,-1.4353816724245665,2.0,3.0,3.0,0.4240985501791873,1.0,1.0,3.0,-0.5799165869766492,0.0,2.0
0,0.0,0.0,3.0,0.0,-0.017791867336610624,0.0,-0.9474192113732118,3.0,2.0,0.0,1.0,-0.1969976266663402,2.0,3.0,4.0,2.595745655102198,1.0,1.0,0.0,0.6494730139701832,0.0,2.0
0,1.0,1.0,3.0,1.0,-0.017791867336610624,4.0,1.3279981089270947,2.0,3.0,0.0,1.0,0.45531989537914525,0.0,2.0,3.0,0.07663501339150561,0.0,1.0,1.0,-0.4794389071587243,1.0,2.0
0,0.0,3.0,1.0,0.0,0.5690603013578727,0.0,0.050817068696853235,2.0,3.0,0.0,1.0,1.0087705429896119,2.0,1.0,2.0,-0.7051579443807782,1.0,0.0,4.0,-0.37008968616639926,0.0,2.0
0,0.0,3.0,1.0,1.0,1.2397484941515677,0.0,1.2897528525026176,1.0,3.0,0.0,1.0,-0.926777854454727,2.0,1.0,2.0,-0.01023087080541482,0.0,0.0,1.0,-0.8036322676030011,1.0,2.0
0,0.0,0.0,3.0,3.0,-0.017791867336610624,3.0,-0.5965452992220466,3.0,1.0,0.0,1.0,-1.2091090319650386,0.0,1.0,4.0,-0.01023087080541482,1.0,0.0,9.0,-0.9859474227488192,0.0,1.0
0,0.0,2.0,3.0,1.0,0.31755222906023695,2.0,0.17046507274040057,0.0,0.0,0.0,1.0,1.0301747116817292,2.0,1.0,0.0,-1.0526214811684598,0.0,0.0,4.0,3.4211484826778027,0.0,1.0
0,0.0,1.0,0.0,3.0,0.31755222906023695,4.0,-0.3565475433106496,3.0,2.0,0.0,1.0,0.6173800297623205,2.0,1.0,1.0,1.5533550447391526,1.0,0.0,0.0,-0.8916166909356285,0.0,2.0
1,0.0,3.0,1.0,1.0,2.2457807833421106,0.0,4.350776862109383,1.0,2.0,0.0,1.0,-1.615788237115271,2.0,1.0,2.0,-1.0526214811684598,1.0,0.0,9.0,-0.5426694047425573,1.0,2.0
0,1.0,0.0,2.0,0.0,-1.191496204725577,2.0,-0.21935584365954397,1.0,2.0,0.0,1.0,-0.3213456543062609,2.0,1.0,2.0,0.771562086966869,0.0,0.0,4.0,0.1955624372530298,0.0,2.0
1,0.0,0.0,3.0,3.0,-0.1854639155350344,0.0,-0.4663710778139643,3.0,2.0,0.0,1.0,-1.0225869905051577,2.0,1.0,1.0,-1.0526214811684598,1.0,0.0,6.0,0.7814164222231528,0.0,1.0
1,0.0,2.0,2.0,1.0,-0.1854639155350344,0.0,0.3595861113898786,3.0,3.0,0.0,1.0,-0.07774582966739989,2.0,2.0,4.0,0.33723266598226687,1.0,0.0,3.0,-0.316760758882084,1.0,0.0
0,0.0,1.0,3.0,0.0,-0.7723160842295177,0.0,-0.3863718258434986,3.0,1.0,0.0,0.0,0.7977865944530251,0.0,3.0,2.0,0.25036678178534644,1.0,1.0,0.0,1.2133641198531209,0.0,2.0
0,0.0,1.0,1.0,3.0,-0.6884800601303057,3.0,-0.6519833773419307,2.0,2.0,0.0,0.0,0.08533355084397147,2.0,1.0,3.0,1.6402209289360732,1.0,0.0,1.0,-0.8990927087792241,0.0,2.0
0,0.0,0.0,3.0,1.0,-0.6884800601303057,1.0,-0.8530341290045483,1.0,1.0,0.0,1.0,-1.5943840684231536,2.0,1.0,3.0,-1.0526214811684598,0.0,0.0,9.0,-0.3400194810621592,0.0,1.0
1,0.0,1.0,0.0,0.0,0.31755222906023695,0.0,-0.05198898756343817,3.0,2.0,0.0,1.0,-1.2600713383748423,2.0,1.0,1.0,-0.7920238285776986,1.0,0.0,0.0,-1.1084544351458725,0.0,1.0
0,0.0,3.0,3.0,0.0,-1.191496204725577,2.0,-1.0295237068165846,3.0,2.0,0.0,1.0,0.29224051486777386,2.0,3.0,4.0,1.4664891605422323,1.0,1.0,4.0,-1.0082093425497485,0.0,2.0
0,0.0,3.0,3.0,1.0,-0.7723160842295177,3.0,-0.6839129033476867,3.0,2.0,0.0,1.0,1.75893569334192,2.0,3.0,2.0,0.33723266598226687,1.0,1.0,0.0,-0.1532187152101837,0.0,1.0
0,0.0,0.0,3.0,3.0,-1.275332228824789,2.0,-0.9161914331917581,1.0,1.0,0.0,1.0,0.510359186301733,2.0,1.0,3.0,-1.1394873653653803,0.0,0.0,6.0,-1.2982123813893147,0.0,3.0
0,0.0,3.0,3.0,3.0,0.31755222906023695,0.0,-0.6007557861678605,3.0,2.0,0.0,1.0,0.6194185220187127,0.0,0.0,3.0,1.2058915079514712,1.0,0.0,9.0,0.7875965969738584,1.0,2.0
0,0.0,0.0,1.0,3.0,-0.7723160842295177,0.0,-0.5954926774855931,3.0,2.0,0.0,1.0,-0.9074121780190016,2.0,1.0,2.0,1.2927573921483915,1.0,0.0,3.0,-0.7148836291130285,0.0,2.0
